Timestamp,Value
01-01-18,13.25584628
01-01-18,13.24823828
01-01-18,13.2515614
01-01-18,13.26036977
01-01-18,13.25893939
01-01-18,13.25189921
01-01-18,13.24693883
01-01-18,13.25553638
01-01-18,13.25599811
01-01-18,13.25389274
01-01-18,13.2489028
01-01-18,13.24569793
01-01-18,13.25707906
01-01-18,13.25878524
01-01-18,13.25205535
01-01-18,13.25848162
01-01-18,13.2602303
01-01-18,13.25139452
01-01-18,13.25662
01-01-18,13.25065694
01-01-18,13.24707568
01-01-18,13.2504859
01-01-18,13.25568241
01-01-18,13.24852932
01-01-18,13.25327544
01-01-18,13.248399
01-01-18,13.25293281
01-01-18,13.25616199
01-01-18,13.25863206
01-01-18,13.25421207
01-01-18,13.25013546
01-01-18,13.25373277
01-01-18,13.24723134
01-01-18,13.24665828
01-01-18,13.25646489
01-01-18,13.24647056
01-01-18,13.24919646
01-01-18,13.25342591
01-01-18,13.24810398
01-01-18,13.25242255
01-01-18,13.25631312
01-01-18,13.24582263
01-01-18,13.25466483
01-01-18,13.26006375
01-01-18,13.25085319
01-01-18,13.24680511
01-01-18,13.24753012
01-01-18,13.25786136
01-01-18,13.24965446
01-01-18,13.25522213
01-01-18,13.25309494
01-01-18,13.25359634
01-01-18,13.24555208
01-01-18,13.25679356
01-01-18,13.24781163
01-01-18,13.24612845
01-01-18,13.24936853
01-01-18,13.25536133
01-01-18,13.24765672
01-01-18,13.25994361
01-01-18,13.25723752
01-01-18,13.25480148
01-01-18,13.25259295
01-01-18,13.25771731
01-01-18,13.25936887
01-01-18,13.24631732
01-01-18,13.25102791
01-01-18,13.25818607
01-01-18,13.25173181
01-01-18,13.24870964
01-01-18,13.25450758
01-01-18,13.25835612
01-01-18,13.25028337
01-01-18,13.25224502
01-01-18,13.25802978
01-01-18,13.24737442
01-01-18,13.24905699
01-01-18,13.25906396
01-01-18,13.25979433
01-01-18,13.25275042
01-01-18,13.25755764
01-01-18,13.25692565
01-01-18,13.2594927
01-01-18,13.24794912
01-01-18,13.2596527
01-01-18,13.24997577
01-01-18,13.2459813
01-01-18,13.25491863
01-01-18,13.25405616
01-01-18,13.24951202
01-01-18,13.25435571
01-01-18,13.2550777
01-01-18,13.25740007
01-01-18,13.25922751
01-01-18,13.25124362
01-01-18,13.2498256
02-01-18,13.26427748
02-01-18,13.26279539
02-01-18,13.28428557
02-01-18,13.26292997
02-01-18,13.27369428
02-01-18,13.26368071
02-01-18,13.26442788
02-01-18,13.29550294
02-01-18,13.26678343
02-01-18,13.27067073
02-01-18,13.27441271
